student_id,attempt_id,topic,question_difficulty,prior_attempts_count,historical_accuracy,consecutive_errors,days_since_last_review,response_time_sec,handwritten_score,is_correct,needs_remediation
STU_0131,ATT_0131_011,Dynamic Programming,1.0,1,0.0,1,3,62.08,0.9285,1,0
STU_0131,ATT_0131_012,Regularization & Dropout,4.0,1,0.0,1,5,146.0,0.3794,0,1
STU_0131,ATT_0131_013,Trees & Graph Traversal,4.0,1,0.0,1,7,135.48,0.4938,0,1
STU_0131,ATT_0131_014,Activation Functions,4.0,1,1.0,0,2,118.33,0.4599,0,0
STU_0131,ATT_0131_015,Backpropagation & Gradients,2.0,0,0.5,0,10,107.11,0.4806,0,1
STU_0131,ATT_0131_016,Convolutional Neural Networks,2.0,1,1.0,0,3,137.21,0.306,0,1
STU_0131,ATT_0131_017,Convolutional Neural Networks,2.0,2,0.5,1,0,86.95,0.9811,1,1
STU_0131,ATT_0131_018,Convolutional Neural Networks,3.0,3,0.6667,0,1,135.64,0.5347,0,1
STU_0131,ATT_0131_019,Matrix Calculus & Linear Algebra,4.0,1,1.0,0,12,122.01,0.278,0,1
STU_0131,ATT_0131_020,Dynamic Programming,3.0,2,0.5,0,5,138.97,0.7899,1,0
STU_0131,ATT_0131_021,Backpropagation & Gradients,4.0,1,0.0,1,5,114.61,0.7488,1,0
STU_0131,ATT_0131_022,Loss Functions & Optimization,5.0,2,0.0,2,7,168.23,0.3258,0,1
STU_0131,ATT_0131_023,Activation Functions,3.0,2,0.5,1,6,118.57,0.6128,1,1
STU_0131,ATT_0131_024,Regularization & Dropout,2.0,2,0.0,2,7,100.34,0.7943,1,1
STU_0131,ATT_0131_025,Matrix Calculus & Linear Algebra,3.0,2,0.5,1,3,82.87,0.7352,1,0
STU_0131,ATT_0131_026,Loss Functions & Optimization,2.0,3,0.0,3,2,68.89,0.2197,0,1
STU_0131,ATT_0131_027,Regularization & Dropout,2.0,3,0.3333,0,3,135.08,0.9554,1,1
STU_0131,ATT_0131_028,Regularization & Dropout,3.0,4,0.5,0,0,124.97,0.2228,0,1
STU_0131,ATT_0131_029,Matrix Calculus & Linear Algebra,3.0,3,0.6667,0,4,103.18,0.6992,1,0
STU_0131,ATT_0131_030,Backpropagation & Gradients,2.0,2,0.5,0,5,94.28,0.7604,1,0
STU_0132,ATT_0132_001,Dynamic Programming,3.0,0,0.5,0,1,144.6,0.8188,1,0
STU_0132,ATT_0132_002,Dynamic Programming,1.0,1,1.0,0,0,53.21,0.915,1,0
STU_0132,ATT_0132_003,Neural Network Architecture,2.0,0,0.5,0,2,80.22,0.8552,1,0
STU_0132,ATT_0132_004,Dynamic Programming,1.0,2,1.0,0,1,63.92,1.0,1,0
STU_0132,ATT_0132_005,Asymptotic Complexity (Big-O),4.0,0,0.5,0,4,131.16,0.2789,0,0
STU_0132,ATT_0132_006,Neural Network Architecture,3.0,1,1.0,0,2,71.16,0.8712,1,0
STU_0132,ATT_0132_007,Regularization & Dropout,2.0,0,0.5,0,4,112.47,0.8504,1,0
STU_0132,ATT_0132_008,Neural Network Architecture,4.0,2,1.0,0,0,88.68,0.1258,0,0
STU_0132,ATT_0132_009,Convolutional Neural Networks,1.0,0,0.5,0,5,89.74,0.9585,1,0
STU_0132,ATT_0132_010,Convolutional Neural Networks,3.0,1,1.0,0,0,107.59,0.9123,1,0
STU_0132,ATT_0132_011,Trees & Graph Traversal,2.0,0,0.5,0,6,71.45,0.3195,0,1
STU_0132,ATT_0132_012,Backpropagation & Gradients,3.0,0,0.5,0,6,119.89,0.3043,0,1
STU_0132,ATT_0132_013,Dynamic Programming,2.0,3,1.0,0,5,83.44,1.0,1,0
STU_0132,ATT_0132_014,Loss Functions & Optimization,2.0,0,0.5,0,9,106.35,0.4325,0,1
STU_0132,ATT_0132_015,Regularization & Dropout,4.0,1,1.0,0,7,145.31,0.4837,0,0
STU_0132,ATT_0132_016,Backpropagation & Gradients,3.0,1,0.0,1,6,108.83,0.941,1,1
STU_0132,ATT_0132_017,Asymptotic Complexity (Big-O),1.0,1,0.0,1,10,82.42,0.8695,1,1
STU_0132,ATT_0132_018,Loss Functions & Optimization,5.0,1,0.0,1,6,162.85,0.2309,0,0
STU_0132,ATT_0132_019,Neural Network Architecture,1.0,3,0.6667,1,11,68.72,0.853,1,0
STU_0132,ATT_0132_020,Dynamic Programming,4.0,4,1.0,0,9,158.91,0.3632,0,1
STU_0132,ATT_0132_021,Convolutional Neural Networks,2.0,2,1.0,0,13,119.51,1.0,1,0
STU_0132,ATT_0132_022,Trees & Graph Traversal,5.0,1,0.0,1,14,163.2,0.9495,1,1
STU_0132,ATT_0132_023,Asymptotic Complexity (Big-O),3.0,2,0.5,0,6,143.61,0.3089,0,1
STU_0132,ATT_0132_024,Regularization & Dropout,3.0,2,0.5,1,10,106.96,0.8342,1,1
STU_0132,ATT_0132_025,Neural Network Architecture,4.0,4,0.75,0,8,110.75,0.4422,0,0
STU_0132,ATT_0132_026,Matrix Calculus & Linear Algebra,3.0,0,0.5,0,23,133.17,0.1031,0,1
STU_0132,ATT_0132_027,Loss Functions & Optimization,1.0,2,0.0,2,10,108.8,0.6825,1,1
STU_0132,ATT_0132_028,Activation Functions,4.0,0,0.5,0,26,186.26,0.4046,0,1
STU_0132,ATT_0132_029,Trees & Graph Traversal,1.0,2,0.5,0,7,70.09,0.7862,1,0
STU_0132,ATT_0132_030,Backpropagation & Gradients,2.0,2,0.5,0,16,114.06,0.1553,0,1
STU_0133,ATT_0133_001,Loss Functions & Optimization,2.0,0,0.5,0,1,73.11,0.9799,1,0
STU_0133,ATT_0133_002,Activation Functions,5.0,0,0.5,0,1,130.97,0.223,0,0
STU_0133,ATT_0133_003,Asymptotic Complexity (Big-O),3.0,0,0.5,0,3,125.89,0.5712,0,1
STU_0133,ATT_0133_004,Regularization & Dropout,1.0,0,0.5,0,5,115.95,0.8771,1,1
STU_0133,ATT_0133_005,Convolutional Neural Networks,3.0,0,0.5,0,7,132.21,0.2416,0,1
STU_0133,ATT_0133_006,Trees & Graph Traversal,4.0,0,0.5,0,9,165.25,0.4539,0,1
STU_0133,ATT_0133_007,Matrix Calculus & Linear Algebra,5.0,0,0.5,0,11,190.04,0.2864,0,1
STU_0133,ATT_0133_008,Neural Network Architecture,1.0,0,0.5,0,13,85.17,0.65,0,1
STU_0133,ATT_0133_009,Asymptotic Complexity (Big-O),3.0,1,0.0,1,10,141.15,0.5074,0,1
STU_0133,ATT_0133_010,Activation Functions,3.0,1,0.0,1,13,108.64,0.316,0,1
STU_0133,ATT_0133_011,Neural Network Architecture,1.0,1,0.0,1,3,76.76,0.3703,0,1
STU_0133,ATT_0133_012,Matrix Calculus & Linear Algebra,2.0,1,0.0,1,6,132.64,0.1863,0,1
STU_0133,ATT_0133_013,Matrix Calculus & Linear Algebra,4.0,2,0.0,2,2,181.41,0.2273,0,1
STU_0133,ATT_0133_014,Regularization & Dropout,4.0,1,1.0,0,14,148.35,0.4946,0,1
STU_0133,ATT_0133_015,Neural Network Architecture,3.0,2,0.0,2,4,146.4,0.4758,0,1
STU_0133,ATT_0133_016,Neural Network Architecture,1.0,3,0.0,3,2,91.88,1.0,1,1
STU_0133,ATT_0133_017,Dynamic Programming,3.0,0,0.5,0,24,152.82,0.343,0,1
STU_0133,ATT_0133_018,Asymptotic Complexity (Big-O),4.0,2,0.0,2,13,139.58,0.5654,0,1
STU_0133,ATT_0133_019,Asymptotic Complexity (Big-O),3.0,3,0.0,3,2,112.38,0.4687,0,1
STU_0133,ATT_0133_020,Loss Functions & Optimization,2.0,1,1.0,0,28,110.25,0.2352,0,1
STU_0133,ATT_0133_021,Loss Functions & Optimization,1.0,2,0.5,1,0,64.62,0.9142,1,0
STU_0133,ATT_0133_022,Asymptotic Complexity (Big-O),2.0,4,0.0,4,1,116.58,0.8479,1,1
STU_0133,ATT_0133_023,Matrix Calculus & Linear Algebra,3.0,3,0.0,3,12,161.87,0.3252,0,1
STU_0133,ATT_0133_024,Regularization & Dropout,2.0,2,0.5,1,14,127.34,0.3283,0,1
STU_0133,ATT_0133_025,Loss Functions & Optimization,3.0,3,0.6667,0,6,126.06,0.2755,0,1
STU_0133,ATT_0133_026,Convolutional Neural Networks,5.0,1,0.0,1,29,183.35,0.5874,0,1
STU_0133,ATT_0133_027,Trees & Graph Traversal,1.0,1,0.0,1,28,104.2,0.1948,0,1
STU_0133,ATT_0133_028,Neural Network Architecture,3.0,4,0.25,0,15,128.61,0.3021,0,1
STU_0133,ATT_0133_029,Activation Functions,3.0,2,0.0,2,24,146.42,0.326,0,1
STU_0133,ATT_0133_030,Asymptotic Complexity (Big-O),3.0,5,0.2,0,10,127.77,1.0,1,1
STU_0134,ATT_0134_001,Loss Functions & Optimization,4.0,0,0.5,0,1,114.01,0.6852,1,0
STU_0134,ATT_0134_002,Neural Network Architecture,5.0,0,0.5,0,2,143.33,0.0788,0,0
STU_0134,ATT_0134_003,Neural Network Architecture,4.0,1,0.0,1,1,102.83,0.8924,1,0
STU_0134,ATT_0134_004,Convolutional Neural Networks,3.0,0,0.5,0,3,79.39,0.7097,1,0
STU_0134,ATT_0134_005,Convolutional Neural Networks,4.0,1,1.0,0,2,95.89,1.0,1,0
STU_0134,ATT_0134_006,Convolutional Neural Networks,2.0,2,1.0,0,2,75.68,0.1742,0,1
STU_0134,ATT_0134_007,Activation Functions,1.0,0,0.5,0,9,55.08,0.9144,1,0
STU_0134,ATT_0134_008,Neural Network Architecture,2.0,2,0.5,0,8,100.59,0.8031,1,0
STU_0134,ATT_0134_009,Backpropagation & Gradients,3.0,0,0.5,0,13,122.1,0.8821,1,0
STU_0134,ATT_0134_010,Convolutional Neural Networks,5.0,3,0.6667,1,7,133.59,0.8783,1,0
STU_0134,ATT_0134_011,Activation Functions,3.0,1,1.0,0,7,109.51,0.4994,0,1
STU_0134,ATT_0134_012,Activation Functions,3.0,2,0.5,1,2,95.11,0.774,1,0
STU_0134,ATT_0134_013,Activation Functions,3.0,3,0.6667,0,0,99.04,0.148,0,1
STU_0134,ATT_0134_014,Neural Network Architecture,3.0,3,0.6667,0,9,107.58,0.366,0,1
STU_0134,ATT_0134_015,Loss Functions & Optimization,2.0,1,1.0,0,19,118.23,0.8635,1,1
STU_0134,ATT_0134_016,Activation Functions,5.0,4,0.5,1,3,132.06,0.4706,0,0
STU_0134,ATT_0134_017,Neural Network Architecture,3.0,4,0.5,1,1,84.02,0.8905,1,0
STU_0134,ATT_0134_018,Backpropagation & Gradients,5.0,1,1.0,0,10,130.87,0.2276,0,0
STU_0134,ATT_0134_019,Regularization & Dropout,4.0,0,0.5,0,23,142.74,0.0751,0,1
STU_0134,ATT_0134_020,Loss Functions & Optimization,3.0,2,1.0,0,5,136.13,0.7351,1,0
STU_0134,ATT_0134_021,Regularization & Dropout,2.0,1,0.0,1,4,42.61,0.8647,1,0
STU_0134,ATT_0134_022,Trees & Graph Traversal,3.0,0,0.5,0,28,136.85,0.8941,1,1
STU_0134,ATT_0134_023,Matrix Calculus & Linear Algebra,1.0,0,0.5,0,29,124.39,0.9381,1,1
STU_0134,ATT_0134_024,Backpropagation & Gradients,4.0,2,0.5,1,7,147.04,0.3621,0,0
STU_0134,ATT_0134_025,Backpropagation & Gradients,2.0,3,0.3333,2,0,56.47,0.9237,1,1
STU_0134,ATT_0134_026,Activation Functions,3.0,5,0.4,2,10,108.41,0.9299,1,1
STU_0134,ATT_0134_027,Trees & Graph Traversal,3.0,1,1.0,0,5,101.19,0.7595,1,0
STU_0134,ATT_0134_028,Trees & Graph Traversal,3.0,2,1.0,0,1,77.27,0.8413,1,0
STU_0134,ATT_0134_029,Regularization & Dropout,2.0,2,0.5,0,7,74.65,0.6689,1,0
STU_0134,ATT_0134_030,Asymptotic Complexity (Big-O),1.0,0,0.5,0,35,62.62,0.9434,1,1
STU_0135,ATT_0135_001,Convolutional Neural Networks,3.0,0,0.5,0,1,114.96,0.8092,1,0
STU_0135,ATT_0135_002,Neural Network Architecture,1.0,0,0.5,0,2,64.82,0.756,1,0
STU_0135,ATT_0135_003,Asymptotic Complexity (Big-O),3.0,0,0.5,0,3,109.92,0.4543,0,1
STU_0135,ATT_0135_004,Trees & Graph Traversal,2.0,0,0.5,0,5,92.21,0.8793,1,0
STU_0135,ATT_0135_005,Activation Functions,3.0,0,0.5,0,7,136.27,1.0,1,0
STU_0135,ATT_0135_006,Convolutional Neural Networks,5.0,1,1.0,0,7,178.54,0.3104,0,1
STU_0135,ATT_0135_007,Asymptotic Complexity (Big-O),3.0,1,0.0,1,7,118.1,0.9724,1,0
STU_0135,ATT_0135_008,Regularization & Dropout,3.0,0,0.5,0,12,109.08,0.8954,1,1
STU_0135,ATT_0135_009,Loss Functions & Optimization,2.0,0,0.5,0,14,102.0,0.8252,1,1
STU_0135,ATT_0135_010,Neural Network Architecture,3.0,1,1.0,0,12,134.02,0.5857,0,1
STU_0135,ATT_0135_011,Activation Functions,3.0,1,1.0,0,7,127.0,0.4874,0,1
STU_0135,ATT_0135_012,Asymptotic Complexity (Big-O),1.0,2,0.5,0,5,86.23,0.9249,1,0
STU_0135,ATT_0135_013,Neural Network Architecture,2.0,2,0.5,1,2,83.21,0.9399,1,0
STU_0135,ATT_0135_014,Asymptotic Complexity (Big-O),3.0,3,0.6667,0,3,88.92,1.0,1,0
STU_0135,ATT_0135_015,Activation Functions,1.0,2,0.5,1,4,56.14,0.8959,1,0
STU_0135,ATT_0135_016,Dynamic Programming,1.0,0,0.5,0,20,104.5,0.8844,1,1
STU_0135,ATT_0135_017,Regularization & Dropout,5.0,1,1.0,0,9,165.88,0.1684,0,0
STU_0135,ATT_0135_018,Asymptotic Complexity (Big-O),3.0,4,0.75,0,4,83.2,0.7878,1,0
STU_0135,ATT_0135_019,Matrix Calculus & Linear Algebra,3.0,0,0.5,0,22,156.86,0.3792,0,1
STU_0135,ATT_0135_020,Loss Functions & Optimization,1.0,1,1.0,0,8,82.2,0.5664,0,1
STU_0135,ATT_0135_021,Regularization & Dropout,2.0,2,0.5,1,2,109.44,0.8464,1,0
STU_0135,ATT_0135_022,Asymptotic Complexity (Big-O),3.0,5,0.8,0,2,113.72,0.4341,0,1
STU_0135,ATT_0135_023,Matrix Calculus & Linear Algebra,2.0,1,0.0,1,4,80.94,0.8112,1,0
STU_0135,ATT_0135_024,Activation Functions,2.0,3,0.6667,0,9,94.89,0.4105,0,1
STU_0135,ATT_0135_025,Trees & Graph Traversal,4.0,1,1.0,0,23,178.29,0.5192,0,1
STU_0135,ATT_0135_026,Asymptotic Complexity (Big-O),4.0,6,0.6667,1,4,131.65,0.4632,0,0
STU_0135,ATT_0135_027,Trees & Graph Traversal,4.0,2,0.5,1,2,91.19,1.0,1,0
STU_0135,ATT_0135_028,Activation Functions,1.0,4,0.5,1,3,61.7,0.8755,1,0
STU_0135,ATT_0135_029,Trees & Graph Traversal,3.0,3,0.6667,0,0,98.68,0.9296,1,0
STU_0135,ATT_0135_030,Asymptotic Complexity (Big-O),3.0,7,0.5714,2,4,99.83,0.7835,1,1
STU_0136,ATT_0136_001,Dynamic Programming,3.0,0,0.5,0,1,150.22,0.4819,0,1
STU_0136,ATT_0136_002,Dynamic Programming,2.0,1,0.0,1,1,108.44,0.7461,1,1
STU_0136,ATT_0136_003,Dynamic Programming,1.0,2,0.5,0,0,82.96,1.0,1,1
STU_0136,ATT_0136_004,Asymptotic Complexity (Big-O),1.0,0,0.5,0,3,93.53,0.8455,1,1
STU_0136,ATT_0136_005,Backpropagation & Gradients,5.0,0,0.5,0,4,208.18,0.1652,0,1
STU_0136,ATT_0136_006,Asymptotic Complexity (Big-O),5.0,1,1.0,0,3,210.48,0.2796,0,1
STU_0136,ATT_0136_007,Asymptotic Complexity (Big-O),3.0,2,0.5,1,0,133.11,0.5081,0,1
STU_0136,ATT_0136_008,Convolutional Neural Networks,4.0,0,0.5,0,8,181.54,0.4262,0,1
STU_0136,ATT_0136_009,Backpropagation & Gradients,2.0,1,0.0,1,6,84.32,0.9366,1,1
STU_0136,ATT_0136_010,Dynamic Programming,1.0,3,0.6667,0,9,84.37,0.8305,1,1
STU_0136,ATT_0136_011,Matrix Calculus & Linear Algebra,3.0,0,0.5,0,11,125.94,0.7986,1,1
STU_0136,ATT_0136_012,Loss Functions & Optimization,4.0,0,0.5,0,11,150.59,0.596,0,1
STU_0136,ATT_0136_013,Matrix Calculus & Linear Algebra,2.0,1,1.0,0,2,77.03,0.7609,1,0
STU_0136,ATT_0136_014,Convolutional Neural Networks,4.0,1,0.0,1,7,150.3,0.1248,0,1
STU_0136,ATT_0136_015,Asymptotic Complexity (Big-O),2.0,3,0.3333,2,11,117.87,0.6871,1,1
STU_0136,ATT_0136_016,Backpropagation & Gradients,1.0,2,0.5,0,8,98.84,1.0,1,1
STU_0136,ATT_0136_017,Activation Functions,3.0,0,0.5,0,18,127.99,0.2563,0,1
STU_0136,ATT_0136_018,Backpropagation & Gradients,2.0,3,0.6667,0,2,116.49,0.8064,1,1
STU_0136,ATT_0136_019,Dynamic Programming,4.0,4,0.75,0,11,147.98,0.4478,0,1
STU_0136,ATT_0136_020,Neural Network Architecture,3.0,0,0.5,0,24,127.54,0.65,0,1
STU_0136,ATT_0136_021,Backpropagation & Gradients,3.0,4,0.75,0,4,140.64,0.4764,0,1
STU_0136,ATT_0136_022,Asymptotic Complexity (Big-O),3.0,4,0.5,0,8,141.63,0.36,0,1
STU_0136,ATT_0136_023,Backpropagation & Gradients,2.0,5,0.6,1,1,78.13,1.0,1,1
STU_0136,ATT_0136_024,Loss Functions & Optimization,2.0,1,0.0,1,16,110.32,0.8543,1,1
STU_0136,ATT_0136_025,Trees & Graph Traversal,5.0,0,0.5,0,28,206.43,0.1956,0,1
STU_0136,ATT_0136_026,Neural Network Architecture,2.0,1,0.0,1,6,94.26,0.437,0,1
STU_0136,ATT_0136_027,Loss Functions & Optimization,3.0,2,0.5,0,3,98.57,0.2925,0,1
STU_0136,ATT_0136_028,Regularization & Dropout,4.0,0,0.5,0,32,184.14,0.1041,0,1
STU_0136,ATT_0136_029,Regularization & Dropout,3.0,1,0.0,1,2,134.45,0.3825,0,1
STU_0136,ATT_0136_030,Convolutional Neural Networks,3.0,2,0.0,2,20,155.0,0.2003,0,1
STU_0137,ATT_0137_001,Activation Functions,1.0,0,0.5,0,1,106.12,0.2854,0,1
STU_0137,ATT_0137_002,Trees & Graph Traversal,2.0,0,0.5,0,1,103.53,0.1629,0,1
STU_0137,ATT_0137_003,Dynamic Programming,5.0,0,0.5,0,2,166.4,0.2253,0,1
STU_0137,ATT_0137_004,Regularization & Dropout,3.0,0,0.5,0,4,87.22,0.1357,0,1
STU_0137,ATT_0137_005,Backpropagation & Gradients,3.0,0,0.5,0,5,145.92,0.4142,0,1
STU_0137,ATT_0137_006,Convolutional Neural Networks,1.0,0,0.5,0,5,71.26,0.8163,1,1
STU_0137,ATT_0137_007,Loss Functions & Optimization,3.0,0,0.5,0,6,119.34,0.9607,1,1
STU_0137,ATT_0137_008,Backpropagation & Gradients,5.0,1,0.0,1,2,209.98,0.3565,0,1
STU_0137,ATT_0137_009,Regularization & Dropout,1.0,1,0.0,1,5,84.16,0.9615,1,1
STU_0137,ATT_0137_010,Backpropagation & Gradients,2.0,2,0.0,2,4,122.1,0.876,1,1
STU_0137,ATT_0137_011,Asymptotic Complexity (Big-O),4.0,0,0.5,0,12,163.19,0.315,0,1
STU_0137,ATT_0137_012,Neural Network Architecture,3.0,0,0.5,0,13,139.55,0.497,0,1
STU_0137,ATT_0137_013,Backpropagation & Gradients,3.0,3,0.3333,0,3,149.6,0.3265,0,1
STU_0137,ATT_0137_014,Matrix Calculus & Linear Algebra,3.0,0,0.5,0,16,146.78,0.8971,1,1
STU_0137,ATT_0137_015,Backpropagation & Gradients,4.0,4,0.25,1,4,156.33,0.3805,0,1
STU_0137,ATT_0137_016,Convolutional Neural Networks,3.0,1,1.0,0,13,150.13,0.5542,0,1
STU_0137,ATT_0137_017,Trees & Graph Traversal,2.0,1,0.0,1,17,124.83,0.1895,0,1
STU_0137,ATT_0137_018,Regularization & Dropout,5.0,2,0.5,0,11,182.89,1.0,1,1
STU_0137,ATT_0137_019,Regularization & Dropout,3.0,3,0.6667,0,1,148.79,0.2776,0,1
STU_0137,ATT_0137_020,Backpropagation & Gradients,2.0,5,0.2,2,3,103.47,0.4448,0,1
STU_0137,ATT_0137_021,Asymptotic Complexity (Big-O),1.0,1,0.0,1,11,85.2,0.611,1,1
STU_0137,ATT_0137_022,Activation Functions,2.0,1,0.0,1,24,128.54,0.4292,0,1
STU_0137,ATT_0137_023,Trees & Graph Traversal,3.0,2,0.0,2,9,147.45,0.2264,0,1
STU_0137,ATT_0137_024,Regularization & Dropout,1.0,4,0.5,1,7,82.93,0.801,1,1
STU_0137,ATT_0137_025,Trees & Graph Traversal,4.0,3,0.0,3,1,165.22,0.9241,1,1
STU_0137,ATT_0137_026,Regularization & Dropout,1.0,5,0.6,0,1,96.12,0.8025,1,0
STU_0137,ATT_0137_027,Backpropagation & Gradients,2.0,6,0.1667,3,10,100.2,0.8376,1,1
STU_0137,ATT_0137_028,Backpropagation & Gradients,5.0,7,0.2857,0,2,167.35,0.42,0,1
STU_0137,ATT_0137_029,Asymptotic Complexity (Big-O),2.0,2,0.5,0,11,103.51,0.65,0,1
STU_0137,ATT_0137_030,Loss Functions & Optimization,4.0,1,1.0,0,28,177.71,0.4613,0,1
STU_0138,ATT_0138_001,Convolutional Neural Networks,5.0,0,0.5,0,1,166.28,0.1855,0,0
STU_0138,ATT_0138_002,Loss Functions & Optimization,1.0,0,0.5,0,1,82.53,0.8252,1,1
STU_0138,ATT_0138_003,Regularization & Dropout,5.0,0,0.5,0,1,167.07,0.3325,0,1
STU_0138,ATT_0138_004,Activation Functions,3.0,0,0.5,0,2,134.36,0.3736,0,1
STU_0138,ATT_0138_005,Trees & Graph Traversal,5.0,0,0.5,0,2,194.23,0.5131,0,1
STU_0138,ATT_0138_006,Neural Network Architecture,4.0,0,0.5,0,3,137.0,0.3626,0,1
STU_0138,ATT_0138_007,Regularization & Dropout,2.0,1,0.0,1,2,79.53,0.8426,1,1
STU_0138,ATT_0138_008,Dynamic Programming,5.0,0,0.5,0,3,188.3,0.4331,0,1
STU_0138,ATT_0138_009,Activation Functions,3.0,1,0.0,1,3,145.77,0.4093,0,1
STU_0138,ATT_0138_010,Asymptotic Complexity (Big-O),2.0,0,0.5,0,7,134.25,0.988,1,1
STU_0138,ATT_0138_011,Activation Functions,4.0,2,0.0,2,3,142.63,0.5984,0,1
STU_0138,ATT_0138_012,Regularization & Dropout,2.0,2,0.5,0,7,138.33,0.2997,0,1
STU_0138,ATT_0138_013,Backpropagation & Gradients,1.0,0,0.5,0,11,91.69,0.8708,1,1
STU_0138,ATT_0138_014,Matrix Calculus & Linear Algebra,4.0,0,0.5,0,13,180.19,0.8599,1,1
STU_0138,ATT_0138_015,Regularization & Dropout,1.0,3,0.3333,1,4,107.67,0.8575,1,1
STU_0138,ATT_0138_016,Convolutional Neural Networks,3.0,1,0.0,1,13,136.66,0.2214,0,1
STU_0138,ATT_0138_017,Loss Functions & Optimization,4.0,1,1.0,0,14,155.39,0.3811,0,1
STU_0138,ATT_0138_018,Asymptotic Complexity (Big-O),2.0,1,1.0,0,8,103.13,0.65,0,1
STU_0138,ATT_0138_019,Convolutional Neural Networks,2.0,2,0.0,2,2,114.98,0.0517,0,1
STU_0138,ATT_0138_020,Activation Functions,3.0,3,0.0,3,8,146.21,0.9321,1,1
STU_0138,ATT_0138_021,Activation Functions,3.0,4,0.25,0,1,127.01,0.4816,0,1
STU_0138,ATT_0138_022,Activation Functions,3.0,5,0.2,1,2,117.32,0.897,1,1
STU_0138,ATT_0138_023,Dynamic Programming,2.0,1,0.0,1,17,132.81,0.8734,1,1
STU_0138,ATT_0138_024,Dynamic Programming,2.0,2,0.5,0,1,80.51,0.3347,0,1
STU_0138,ATT_0138_025,Asymptotic Complexity (Big-O),4.0,2,0.5,1,6,198.0,0.7323,1,1
STU_0138,ATT_0138_026,Dynamic Programming,5.0,3,0.3333,1,0,159.79,0.1008,0,0
STU_0138,ATT_0138_027,Backpropagation & Gradients,2.0,1,1.0,0,11,88.73,0.3011,0,1
STU_0138,ATT_0138_028,Matrix Calculus & Linear Algebra,1.0,1,1.0,0,10,106.89,0.785,1,1
STU_0138,ATT_0138_029,Backpropagation & Gradients,5.0,2,0.5,1,1,184.01,0.4387,0,1
STU_0138,ATT_0138_030,Regularization & Dropout,3.0,4,0.5,0,11,143.73,0.9491,1,1
STU_0139,ATT_0139_001,Activation Functions,4.0,0,0.5,0,1,131.76,0.212,0,1
STU_0139,ATT_0139_002,Convolutional Neural Networks,3.0,0,0.5,0,3,158.98,1.0,1,1
STU_0139,ATT_0139_003,Asymptotic Complexity (Big-O),2.0,0,0.5,0,4,125.47,0.606,0,1
STU_0139,ATT_0139_004,Convolutional Neural Networks,3.0,1,1.0,0,1,152.06,0.9403,1,1
STU_0139,ATT_0139_005,Backpropagation & Gradients,2.0,0,0.5,0,5,107.3,0.328,0,1
STU_0139,ATT_0139_006,Asymptotic Complexity (Big-O),3.0,1,0.0,1,3,159.16,0.6372,0,1
STU_0139,ATT_0139_007,Neural Network Architecture,3.0,0,0.5,0,8,122.73,0.401,0,1
STU_0139,ATT_0139_008,Neural Network Architecture,2.0,1,0.0,1,0,91.48,0.694,1,1
STU_0139,ATT_0139_009,Backpropagation & Gradients,2.0,1,0.0,1,4,114.73,0.497,0,1
STU_0139,ATT_0139_010,Convolutional Neural Networks,4.0,2,1.0,0,7,161.39,0.2509,0,1
STU_0139,ATT_0139_011,Convolutional Neural Networks,4.0,3,0.6667,1,0,166.02,0.2588,0,1
STU_0139,ATT_0139_012,Loss Functions & Optimization,2.0,0,0.5,0,13,96.0,0.9016,1,1
STU_0139,ATT_0139_013,Neural Network Architecture,2.0,2,0.5,0,5,77.94,1.0,1,1
STU_0139,ATT_0139_014,Dynamic Programming,4.0,0,0.5,0,13,142.84,0.3333,0,1
STU_0139,ATT_0139_015,Dynamic Programming,2.0,1,0.0,1,2,114.03,0.9107,1,0
STU_0139,ATT_0139_016,Backpropagation & Gradients,2.0,2,0.0,2,8,121.35,0.435,0,1
STU_0139,ATT_0139_017,Convolutional Neural Networks,4.0,4,0.5,2,8,188.55,0.2017,0,1
STU_0139,ATT_0139_018,Trees & Graph Traversal,2.0,0,0.5,0,20,114.98,0.8242,1,1
STU_0139,ATT_0139_019,Loss Functions & Optimization,2.0,1,1.0,0,7,79.9,0.981,1,0
STU_0139,ATT_0139_020,Convolutional Neural Networks,4.0,5,0.4,3,2,170.32,0.475,0,1
STU_0139,ATT_0139_021,Trees & Graph Traversal,2.0,1,1.0,0,3,94.77,0.8056,1,0
STU_0139,ATT_0139_022,Convolutional Neural Networks,3.0,6,0.3333,4,3,133.8,0.8947,1,1
STU_0139,ATT_0139_023,Convolutional Neural Networks,4.0,7,0.4286,0,2,134.03,0.3138,0,1
STU_0139,ATT_0139_024,Activation Functions,3.0,1,0.0,1,25,120.94,0.5724,0,1
STU_0139,ATT_0139_025,Regularization & Dropout,2.0,0,0.5,0,28,130.92,0.2404,0,1
STU_0139,ATT_0139_026,Convolutional Neural Networks,1.0,8,0.375,1,2,75.18,1.0,1,1
STU_0139,ATT_0139_027,Dynamic Programming,2.0,2,0.5,0,13,130.51,0.4333,0,1
STU_0139,ATT_0139_028,Neural Network Architecture,4.0,3,0.6667,0,17,171.76,1.0,1,1
STU_0139,ATT_0139_029,Neural Network Architecture,3.0,4,0.75,0,2,104.34,0.8105,1,0
STU_0139,ATT_0139_030,Asymptotic Complexity (Big-O),5.0,2,0.0,2,25,192.06,0.4389,0,1
